Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Bwd IAT Total,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Idle Mean,Label
192.168.1.53-110.72.58.36-33418-8088-6,192.168.1.53,33418,110.72.58.36,8088,6,07/07/2026 09:01:11,274736.3102388949,11,14,968.8320263931928,1339.6094449550837,132.11345814452628,35.23025550520701,88.07563876301752,143.5295833880447,28.70591667760894,95.68638892536313,8402.389437861302,90.99634474329746,11447.346259953954,4578.938503981582,164841.78614333694,5494.726204777898,247262.6792150054,219789.04819111593,1,0,0,0,220,280,40.038391687050876,50.95795305624657,28.70591667760894,143.5295833880447,92.33765885393106,3.805375081172805,0,1,0,4,25,0,1.2727272727272727,92.33765885393106,88.07563876301752,95.68638892536313,11,968.8320263931928,14,1339.6094449550837,65535,0,9,20,27473.63102388949,54947.26204777898,Botnet
192.168.1.33-120.112.69.17-39718-53-17,192.168.1.33,39718,120.112.69.17,53,17,07/07/2026 09:01:11,223172.4183295813,14,15,3491.2449774441634,5809.87540057427,374.0619618690175,99.74985649840467,249.37464124601166,580.987540057427,116.19750801148541,387.32502670495137,41676.83644617108,129.94437313114906,7970.443511770761,3188.1774047083045,133903.45099774876,4463.448366591626,200855.17649662317,178537.93466366504,0,0,0,0,280,300,62.73176633917541,67.21260679197366,99.74985649840467,580.987540057427,320.7282888971873,68.97519272946985,1,0,0,0,0,0,1.0714285714285714,320.7282888971873,249.37464124601166,387.32502670495137,14,3491.2449774441634,15,5809.87540057427,29200,0,12,20,22317.24183295813,44634.48366591626,BENIGN
192.168.1.43-65.107.72.117-41931-22-6,192.168.1.43,41931,65.107.72.117,22,6,07/07/2026 09:01:12,452310.03439891234,12,11,3566.2152219619356,4001.7589742253294,445.77690274524196,118.87384073206452,297.1846018301613,545.6944055761813,109.13888111523626,363.7962703841209,16731.82910090545,50.850076829636016,20559.54701813238,8223.818807252952,271386.0206393474,9046.200687978248,407079.0309590211,361848.0275191299,1,0,0,0,240,220,26.53047486763618,24.319601961999833,109.13888111523626,545.6944055761813,329.042356355968,33.305834276979795,1,1,0,1,22,0,0.9166666666666666,329.042356355968,297.1846018301613,363.7962703841209,12,3566.2152219619356,11,4001.7589742253294,8192,8192,10,20,45231.00343989124,90462.00687978248,BENIGN
192.168.1.45-157.46.68.36-33100-22-6,192.168.1.45,33100,157.46.68.36,22,6,07/07/2026 09:01:12,98718.48559246854,18,10,7414.6554535687,7752.980803021117,617.8879544640583,164.77012119041558,411.9253029760389,1162.9471204531674,232.58942409063349,775.2980803021117,153645.34986086728,283.6348210971359,3656.2402071284646,1462.4960828513858,59231.09135548112,1974.3697118493708,88846.63703322169,78974.78847397484,1,0,0,0,360,200,182.33667070530163,101.29815039183424,164.77012119041558,1162.9471204531674,541.7012948782077,181.68638866303638,1,1,0,1,27,0,0.5555555555555556,541.7012948782077,411.9253029760389,775.2980803021117,18,7414.6554535687,10,7752.980803021117,29200,29200,16,20,9871.848559246855,19743.69711849371,BENIGN
63.107.25.92-192.168.1.6-32805-22-6,63.107.25.92,32805,192.168.1.6,22,6,07/07/2026 09:01:12,28357.36645908854,54,47,6325.110468969771,6295.347759848502,175.69751302693808,46.85267014051683,117.13167535129206,200.91535403771817,40.183070807543636,133.94356935847878,445050.43326311477,3561.684761725449,283.57366459088536,113.42946583635415,17014.41987545312,567.1473291817708,25521.629813179687,22685.89316727083,1,0,0,0,1080,940,1904.2671003284577,1657.417661396991,40.183070807543636,200.91535403771817,124.95503196849776,8.405947003593361,0,1,1,32,101,0,0.8703703703703703,124.95503196849776,117.13167535129206,133.94356935847878,54,6325.110468969771,47,6295.347759848502,8192,0,52,20,2835.736645908854,5671.473291817708,BruteForce
177.202.69.197-192.168.1.6-43317-21-6,177.202.69.197,43317,192.168.1.6,21,6,07/07/2026 09:01:13,33959.5466547152,15,37,2137.2225616613737,4887.954516585029,213.72225616613736,56.9926016443033,142.48150411075824,198.1603182399336,39.63206364798672,132.1068788266224,206868.9888494425,1531.2336330255432,665.8734638179452,266.3493855271781,20375.72799282912,679.1909330943041,30563.591989243683,27167.637323772164,1,0,0,0,300,740,441.70200952659906,1089.5316234989443,39.63206364798672,213.72225616613736,135.0995591970462,5.187312642067923,0,1,1,9,52,0,2.466666666666667,135.0995591970462,142.48150411075824,132.1068788266224,15,2137.2225616613737,37,4887.954516585029,8192,0,13,20,3395.9546654715205,6791.909330943041,BruteForce
192.168.1.40-104.151.221.242-48368-8080-6,192.168.1.40,48368,104.151.221.242,8080,6,07/07/2026 09:01:13,219044.75708840953,11,21,3341.707471107375,13222.775892677211,455.68738242373297,121.51663531299546,303.79158828248865,944.4839923340865,188.89679846681727,629.655994889391,75621.45555987414,146.08886524083456,7065.959906077727,2826.3839624310913,131426.85425304572,4380.895141768191,197140.2813795686,175235.80567072763,1,0,0,0,220,420,50.21804742653688,95.87081781429768,121.51663531299546,944.4839923340865,517.6401051182684,162.93220330345116,1,1,0,1,31,0,1.9090909090909092,517.6401051182684,303.79158828248865,629.655994889391,11,3341.707471107375,21,13222.775892677211,8192,29200,9,20,21904.475708840953,43808.95141768191,BENIGN
203.186.143.57-192.168.1.5-52989-80-6,203.186.143.57,52989,192.168.1.5,80,6,07/07/2026 09:01:14,18236.195223736697,318,3,327739.08279202366,61.53282754510647,1545.9390697736967,412.2504186063191,1030.6260465157977,30.766413772553236,6.153282754510648,20.51094251503549,17975274.534947682,17602.355977313637,56.98811007417718,22.795244029670872,10941.717134242017,364.72390447473396,16412.57570136303,14588.956178989358,0,0,0,0,6360,60,17437.847977525656,164.5079997879779,6.153282754510648,1545.9390697736967,1021.1857184410243,505.0575520003811,0,286,2,0,2,0,0.009433962264150943,1021.1857184410243,1030.6260465157977,20.51094251503549,318,327739.08279202366,3,61.53282754510647,8192,8192,316,20,1823.6195223736697,3647.2390447473394,DDoS
110.72.58.36-192.168.1.5-49641-246-6,110.72.58.36,49641,192.168.1.5,246,6,07/07/2026 09:01:14,1856.6519457552033,1,1,23.70320027140776,3.0758075505598903,35.55480040711164,9.481280108563103,23.70320027140776,4.6137113258398355,0.9227422651679671,3.0758075505598903,14423.278354993532,1077.2078227007105,1856.6519457552033,742.6607783020813,1113.991167453122,37.133038915104066,1670.986751179683,1485.3215566041627,0,0,0,0,20,20,538.6039113503552,538.6039113503552,0.9227422651679671,35.55480040711164,13.389503910983825,10.313696360423934,0,1,1,0,0,0,1.0,13.389503910983825,23.70320027140776,3.0758075505598903,1,23.70320027140776,1,3.0758075505598903,29200,8192,0,20,185.66519457552033,371.33038915104066,PortScan
192.168.1.61-104.151.221.242-40740-53-17,192.168.1.61,40740,104.151.221.242,53,17,07/07/2026 09:01:14,209565.99408832157,17,16,5164.033494027535,15587.926015123929,455.65001417890016,121.50667044770671,303.7666761192668,1461.3680639178683,292.27361278357364,974.2453759452455,99023.50617250217,157.46829605423557,6548.937315260049,2619.57492610402,125739.59645299293,4191.3198817664315,188609.39467948943,167652.79527065728,1,0,0,0,340,320,81.1200313006668,76.34826475356876,121.50667044770671,1461.3680639178683,628.8472578530747,335.2393499129894,1,0,0,1,0,0,0.9411764705882353,628.8472578530747,303.7666761192668,974.2453759452455,17,5164.033494027535,16,15587.926015123929,65535,0,15,20,20956.59940883216,41913.19881766432,BENIGN
192.168.1.57-54.68.211.9-50904-22-6,192.168.1.57,50904,54.68.211.9,22,6,07/07/2026 09:01:15,230729.48910619845,13,21,2585.6418300545424,17211.31512808371,298.34328808321646,79.55821015552439,198.89552538881097,1229.379652005979,245.87593040119583,819.5864346706528,85801.58970935117,147.35871054761768,6991.802700187832,2796.7210800751327,138437.69346371907,4614.58978212397,207656.54019557862,184583.59128495876,1,0,0,0,260,420,56.343036385853814,91.01567416176385,79.55821015552439,1229.379652005979,582.2634399452427,310.34545464092093,1,1,0,1,33,0,1.6153846153846154,582.2634399452427,198.89552538881097,819.5864346706528,13,2585.6418300545424,21,17211.31512808371,29200,0,11,20,23072.948910619845,46145.89782123969,BENIGN
192.168.1.54-81.128.98.70-57210-22-6,192.168.1.54,57210,81.128.98.70,22,6,07/07/2026 09:01:15,430.351197366021,11,19,3497.062007305989,9611.620981155083,476.87209190536214,127.16589117476325,317.9147279369081,758.8121827227696,151.76243654455394,505.87478848184645,30460431.082086466,69710.5066364774,14.839696460897276,5.93587858435891,258.2107184196126,8.60702394732042,387.3160776294189,344.2809578928168,1,0,0,0,220,380,25560.519100041714,44149.987536435685,127.16589117476325,758.8121827227696,436.95609961536906,93.98003027246918,1,1,0,2,29,0,1.7272727272727273,436.95609961536906,317.9147279369081,505.87478848184645,11,3497.062007305989,19,9611.620981155083,29200,8192,9,20,43.0351197366021,86.0702394732042,BENIGN
192.168.1.52-202.223.94.42-55799-8080-6,192.168.1.52,55799,202.223.94.42,8080,6,07/07/2026 09:01:16,146401.77621576228,16,21,5770.245125495372,11341.660744407698,540.9604805151912,144.2561281373843,360.64032034346076,810.1186246005499,162.02372492010997,540.0790830670333,116883.18483707527,252.72917416978996,4066.7160059933967,1626.6864023973587,87841.06572945736,2928.0355243152458,131761.59859418604,117121.42097260983,1,0,0,0,320,420,109.28829153288216,143.44088263690782,144.2561281373843,810.1186246005499,462.48394242981277,89.71938136178625,1,1,0,2,36,0,1.3125,462.48394242981277,360.64032034346076,540.0790830670333,16,5770.245125495372,21,11341.660744407698,65535,29200,14,20,14640.17762157623,29280.35524315246,BENIGN
198.236.221.93-192.168.1.6-40047-21-6,198.236.221.93,40047,192.168.1.6,21,6,07/07/2026 09:01:16,111346.68272808733,24,53,2342.011030896638,5938.564016243831,146.3756894310399,39.03351718161064,97.58379295402659,168.07256649746694,33.61451329949338,112.04837766497795,74367.50556244174,691.5338482785052,1465.0879306327279,586.0351722530912,66808.0096368524,2226.9336545617466,100212.0144552786,89077.34618246986,1,0,0,0,480,1060,215.54301764524837,475.99083063325685,33.61451329949338,168.07256649746694,107.53993567714896,7.232292355475678,0,1,1,14,77,0,2.2083333333333335,107.53993567714896,97.58379295402659,112.04837766497795,24,2342.011030896638,53,5938.564016243831,8192,29200,22,20,11134.668272808733,22269.336545617465,BruteForce
51.196.118.138-192.168.1.6-33953-22-6,51.196.118.138,33953,192.168.1.6,22,6,07/07/2026 09:01:16,151566.40713890985,48,50,4834.540234987414,4632.462075979943,151.07938234335668,40.287835291561784,100.71958822890446,138.9738622793983,27.794772455879656,92.64924151959886,62461.085471867766,646.58126988643,1562.540279782576,625.0161119130304,90939.84428334591,3031.328142778197,136409.76642501887,121253.12571112788,1,0,0,0,960,1000,316.6928668831494,329.88840300328064,27.794772455879656,151.07938234335668,96.6020643976261,4.035173354652798,0,1,1,28,98,0,1.0416666666666667,96.6020643976261,100.71958822890446,92.64924151959886,48,4834.540234987414,50,4632.462075979943,29200,0,46,20,15156.640713890985,30313.28142778197,BruteForce
114.30.219.60-192.168.1.5-8859-80-6,114.30.219.60,8859,192.168.1.5,80,6,07/07/2026 09:01:17,15086.313495638347,431,2,489502.73034573457,88.64922115391164,1703.6057900663616,454.29487735102975,1135.7371933775744,66.48691586543373,13.297383173086745,44.32461057695582,32452684.992157683,28701.511480931775,34.922021980644324,13.96880879225773,9051.788097383009,301.72626991276695,13577.682146074512,12069.050796510679,1,0,0,0,8620,40,28568.94098910299,132.57049182878418,13.297383173086745,1703.6057900663616,1130.6960267133684,545.7062914003093,0,387,0,1,1,0,0.004640371229698376,1130.6960267133684,1135.7371933775744,44.32461057695582,431,489502.73034573457,2,88.64922115391164,29200,29200,429,20,1508.6313495638349,3017.2626991276697,DDoS
192.168.1.78-151.50.117.1-55383-443-6,192.168.1.78,55383,151.50.117.1,443,6,07/07/2026 09:01:17,19095.61621948583,16,13,7059.5521413896195,11805.675598398622,661.8330132552768,176.4888035347405,441.2220088368512,1362.193338276764,272.4386676553528,908.1288921845094,987935.0068073483,1518.6731691018904,681.9862935530654,272.79451742122615,11457.369731691497,381.9123243897166,17186.054597537248,15276.492975588664,0,0,0,0,320,260,837.8886450217326,680.7845240801577,176.4888035347405,1362.193338276764,650.5250944754566,233.45344167382908,1,1,0,0,28,0,0.8125,650.5250944754566,441.2220088368512,908.1288921845094,16,7059.5521413896195,13,11805.675598398622,29200,0,14,20,1909.561621948583,3819.123243897166,BENIGN
192.168.1.34-128.164.68.207-56970-8080-6,192.168.1.34,56970,128.164.68.207,8080,6,07/07/2026 09:01:18,1225288.372284962,17,11,6613.085479688934,10759.352039674233,583.5075423254942,155.60201128679847,389.00502821699615,1467.1843690464862,293.43687380929725,978.1229126976575,14178.244005504122,22.851763416137366,45381.05082536897,18152.42033014759,735173.0233709773,24505.767445699243,1102759.535056466,980230.6978279697,1,0,0,0,340,220,13.874284931226258,8.977478484911108,155.60201128679847,1467.1843690464862,620.4441971201131,294.5589422403307,1,1,0,1,27,0,0.6470588235294118,620.4441971201131,389.00502821699615,978.1229126976575,17,6613.085479688934,11,10759.352039674233,29200,29200,15,20,122528.83722849621,245057.67445699242,BENIGN
198.236.221.93-192.168.1.5-48510-80-6,198.236.221.93,48510,192.168.1.5,80,6,07/07/2026 09:01:18,14696.23902702585,421,1,419727.54650632833,23.13321386407883,1495.4663177185096,398.79101805826923,996.977545145673,34.699820796118246,6.939964159223648,23.13321386407883,28561775.495641172,28714.829639335432,34.907931180583965,13.963172472233587,8817.74341621551,293.924780540517,13226.615124323265,11756.99122162068,1,0,0,0,8420,20,28646.785019337007,68.04461999842519,6.939964159223648,1495.4663177185096,994.669857156854,486.9221656407971,0,378,2,1,2,0,0.0023752969121140144,994.669857156854,996.977545145673,23.13321386407883,421,419727.54650632833,1,23.13321386407883,29200,0,419,20,1469.623902702585,2939.24780540517,DDoS
107.201.150.110-192.168.1.6-47191-21-6,107.201.150.110,47191,192.168.1.6,21,6,07/07/2026 09:01:18,26503.705262565363,55,32,6375.00440644492,4647.125212274054,173.86375653940692,46.36366841050852,115.90917102627128,217.83399432534628,43.56679886506926,145.2226628835642,415871.2719420014,3282.559896365941,308.1826193321554,123.27304773286217,15902.223157539218,530.0741052513073,23853.33473630883,21202.96421005229,1,0,0,0,1100,640,2075.181543679618,1207.378352686323,43.56679886506926,217.83399432534628,126.69114504274684,14.656745928646458,0,1,1,33,87,0,0.5818181818181818,126.69114504274684,115.90917102627128,145.2226628835642,55,6375.00440644492,32,4647.125212274054,29200,8192,53,20,2650.3705262565363,5300.741052513073,BruteForce
183.60.184.167-192.168.1.6-36360-21-6,183.60.184.167,36360,192.168.1.6,21,6,07/07/2026 09:01:19,67139.52828566251,53,16,5006.885314262859,2177.8676410507824,141.70430134706203,37.78781369254988,94.4695342313747,204.17509134851085,40.83501826970217,136.1167275656739,107012.26444046864,1027.7105270448376,987.3460042009193,394.93840168036775,40283.71697139751,1342.7905657132503,60425.57545709626,53711.622628530014,1,0,0,0,1060,320,789.4008396141506,238.30968743068698,37.78781369254988,204.17509134851085,104.12685442483537,20.8235966671496,0,1,1,31,69,0,0.3018867924528302,104.12685442483537,94.4695342313747,136.1167275656739,53,5006.885314262859,16,2177.8676410507824,29200,29200,51,20,6713.952828566252,13427.905657132504,BruteForce
51.196.118.138-172.16.0.1-45879-329-6,51.196.118.138,45879,172.16.0.1,329,6,07/07/2026 09:01:19,2431.4288611694765,2,0,33.76207462246099,0.0,25.321555966845743,6.752414924492199,16.881037311230497,41.181779902538864,8.236355980507772,27.454519935025907,13885.692960896253,822.561594106452,2431.4288611694765,972.5715444677907,1458.857316701686,48.62857722338953,2188.285975052529,1945.1430889355813,0,0,0,0,40,0,822.561594106452,0.0,6.752414924492199,41.181779902538864,16.881037311230497,5.286741311897705,0,2,0,0,0,0,0.0,16.881037311230497,16.881037311230497,27.454519935025907,2,33.76207462246099,0,0.0,8192,29200,0,20,243.14288611694766,486.28577223389533,PortScan
203.38.7.190-192.168.1.5-47424-80-6,203.38.7.190,47424,192.168.1.5,80,6,07/07/2026 09:01:20,15127.987973914494,271,3,109162.43810244145,45.96360304120227,604.2201370983844,161.1253698929025,402.81342473225624,22.981801520601135,4.596360304120227,15.32120101373409,7218964.074653747,18112.12439304314,55.413875362324156,22.165550144929664,9076.792784348696,302.5597594782899,13615.189176523045,12102.390379131597,1,0,0,0,5420,60,17913.81646173245,198.30793131069132,4.596360304120227,604.2201370983844,398.57080914409727,193.74611185926108,0,243,1,1,4,0,0.01107011070110701,398.57080914409727,402.81342473225624,15.32120101373409,271,109162.43810244145,3,45.96360304120227,8192,29200,269,20,1512.7987973914496,3025.5975947828993,DDoS
192.168.1.78-190.81.208.223-41756-80-6,192.168.1.78,41756,190.81.208.223,80,6,07/07/2026 09:01:20,180237.3364064159,13,18,3405.8957922508785,8667.465099381563,392.9879760289475,104.79679360771934,261.99198401929834,722.288758281797,144.4577516563594,481.5258388545313,66985.90387736482,171.99544011290934,6007.911213547197,2403.164485418879,108142.40184384954,3604.7467281283184,162213.60276577433,144189.86912513274,1,0,0,0,260,360,72.12712004734908,99.86832006556025,104.79679360771934,722.288758281797,389.46325456878844,109.76692741761647,1,1,0,2,30,0,1.3846153846153846,389.46325456878844,261.99198401929834,481.5258388545313,13,3405.8957922508785,18,8667.465099381563,65535,8192,11,20,18023.733640641593,36047.467281283185,BENIGN
192.168.1.16-157.46.68.36-42340-443-6,192.168.1.16,42340,157.46.68.36,443,6,07/07/2026 09:01:20,371345.12864093937,12,20,3538.57284307113,17242.369343929466,442.32160538389127,117.95242810237102,294.8810702559275,1293.17770079471,258.635540158942,862.1184671964734,55961.2624058254,86.1732052797208,11978.875117449657,4791.5500469798635,222807.07718456362,7426.902572818787,334210.6157768454,297076.1029127515,1,0,0,0,240,400,32.314951979895305,53.858253299825506,117.95242810237102,1293.17770079471,649.4044433437687,283.61869847027293,1,1,0,1,31,0,1.6666666666666667,649.4044433437687,294.8810702559275,862.1184671964734,12,3538.57284307113,20,17242.369343929466,8192,0,10,20,37134.51286409394,74269.02572818787,BENIGN
52.230.29.40-192.168.1.6-46085-22-6,52.230.29.40,46085,192.168.1.6,22,6,07/07/2026 09:01:21,119077.11932848241,35,36,5536.9961651817475,3793.415472135095,237.29983565064632,63.27995617350569,158.1998904337642,158.05897800562897,31.61179560112579,105.37265200375265,78356.04094165447,596.252247286413,1701.1017046926058,680.4406818770424,71446.27159708945,2381.5423865696484,107169.40739563417,95261.69546278594,1,0,0,0,700,720,293.927164155274,302.32508313113897,31.61179560112579,237.29983565064632,131.41424841291328,26.41361921500578,0,1,1,21,71,0,1.0285714285714285,131.41424841291328,158.1998904337642,105.37265200375265,35,5536.9961651817475,36,3793.415472135095,8192,8192,33,20,11907.711932848242,23815.423865696484,BruteForce
203.38.7.190-192.168.1.5-38645-80-6,203.38.7.190,38645,192.168.1.5,80,6,07/07/2026 09:01:21,9969.868819060137,463,2,366587.82782419544,29.969301507522626,1187.6495501863783,316.7065467163676,791.7663667909189,22.47697613064197,4.495395226128394,14.984650753761313,36772579.83824346,46640.533435206795,21.486786247974432,8.594714499189774,5981.921291436082,199.39737638120275,8972.881937154123,7975.89505524811,1,0,0,0,9260,40,46439.92899032418,200.60444488260987,4.495395226128394,1187.6495501863783,788.4253701628021,388.3908580185788,0,416,2,1,1,0,0.004319654427645789,788.4253701628021,791.7663667909189,14.984650753761313,463,366587.82782419544,2,29.969301507522626,29200,29200,461,20,996.9868819060138,1993.9737638120275,DDoS
192.168.1.46-54.68.211.9-48454-8080-6,192.168.1.46,48454,54.68.211.9,8080,6,07/07/2026 09:01:22,5755.298818029616,23,16,7286.89978996744,11023.495488864442,475.2325949978765,126.72869199943374,316.8217299985843,1033.4527020810415,206.69054041620828,688.9684680540277,3181484.7252536975,6776.364048696265,151.45523205341095,60.582092821364384,3453.1792908177695,115.10597636059232,5179.768936226655,4604.239054423693,1,0,0,0,460,320,3996.317259487541,2780.0467892087245,126.72869199943374,1033.4527020810415,469.49731484184315,186.07336902772167,1,1,0,2,38,0,0.6956521739130435,469.49731484184315,316.8217299985843,688.9684680540277,23,7286.89978996744,16,11023.495488864442,65535,8192,21,20,575.5298818029617,1151.0597636059233,BENIGN
192.168.1.53-95.205.87.27-34451-53-17,192.168.1.53,34451,95.205.87.27,53,17,07/07/2026 09:01:22,182652.10596940815,19,21,4717.857943295271,10426.45108357677,372.4624692075214,99.32332512200571,248.30831280501425,744.7465059697694,148.94930119395386,496.4976706465129,82913.41042302854,218.99555873010016,4683.387332548927,1873.3549330195708,109591.26358164489,3653.042119388163,164386.89537246735,146121.68477552652,1,0,0,0,380,420,104.02289039679758,114.97266833330258,99.32332512200571,744.7465059697694,378.607725671801,124.09467892074933,1,0,0,1,0,0,1.105263157894737,378.607725671801,248.30831280501425,496.4976706465129,19,4717.857943295271,21,10426.45108357677,65535,29200,17,20,18265.210596940815,36530.42119388163,BENIGN
54.68.211.9-192.168.1.5-8500-80-6,54.68.211.9,8500,192.168.1.5,80,6,07/07/2026 09:01:22,13689.768193745118,206,0,202046.03171314424,0.0,1471.208968785031,392.32239167600824,980.8059791900206,42.67421512911717,8.534843025823433,28.44947675274478,14758908.175337803,15047.734708475327,66.77935704265911,26.711742817063648,8213.860916247071,273.79536387490236,12320.791374370607,10951.814554996095,0,0,0,0,4120,0,15047.734708475327,0.0,8.534843025823433,1471.208968785031,980.8059791900206,476.1782512186379,0,185,1,0,1,0,0.0,980.8059791900206,980.8059791900206,28.44947675274478,206,202046.03171314424,0,0.0,8192,0,204,20,1368.976819374512,2737.953638749024,DDoS
192.168.1.18-205.28.156.163-48881-80-6,192.168.1.18,48881,205.28.156.163,80,6,07/07/2026 09:01:23,56141.94740238738,9,18,2258.133756407629,11878.815802680954,376.35562606793815,100.36150028478352,250.90375071195876,989.9013168900794,197.98026337801588,659.934211260053,251807.25310015562,480.92382343779997,2159.3056693225913,863.7222677290365,33685.168441432426,1122.8389480477476,50527.75266214864,44913.5579219099,0,0,0,0,180,360,160.3079411459333,320.6158822918666,100.36150028478352,989.9013168900794,523.5907244106883,204.5152302740471,1,1,0,0,26,0,2.0,523.5907244106883,250.90375071195876,659.934211260053,9,2258.133756407629,18,11878.815802680954,29200,0,7,20,5614.194740238738,11228.389480477475,BENIGN
192.168.1.16-41.204.207.41-37656-22-6,192.168.1.16,37656,41.204.207.41,22,6,07/07/2026 09:01:23,13439.968458196234,14,16,3660.3546904484274,6156.165901942771,392.18085969090293,104.58156258424079,261.45390646060196,577.1405533071347,115.42811066142694,384.76036887142317,730397.5915512426,2232.148095682828,463.44718821366325,185.3788752854653,8063.9810749177395,268.79936916392467,12095.97161237661,10751.974766556988,1,0,0,0,280,320,1041.6691113186532,1190.478984364175,104.58156258424079,577.1405533071347,327.2173530797066,61.653231205410606,1,1,0,1,29,0,1.1428571428571428,327.2173530797066,261.45390646060196,384.76036887142317,14,3660.3546904484274,16,6156.165901942771,29200,8192,12,20,1343.9968458196236,2687.993691639247,BENIGN
192.168.1.48-99.139.155.7-40900-80-6,192.168.1.48,40900,99.139.155.7,80,6,07/07/2026 09:01:24,196010.14963720113,15,12,2481.3016137361283,6454.691577412865,248.13016137361282,66.16804303296342,165.42010758240855,806.8364471766081,161.3672894353216,537.8909647844054,45589.44119826851,137.74796891882798,7538.85190912312,3015.540763649248,117606.08978232068,3920.2029927440226,176409.13467348102,156808.1197097609,1,0,0,0,300,240,76.52664939934887,61.2213195194791,66.16804303296342,806.8364471766081,330.962710783296,186.2354286009984,1,1,0,1,26,0,0.8,330.962710783296,165.42010758240855,537.8909647844054,15,2481.3016137361283,12,6454.691577412865,29200,29200,13,20,19601.014963720114,39202.02992744023,BENIGN
157.46.68.36-192.168.1.5-51122-80-6,157.46.68.36,51122,192.168.1.5,80,6,07/07/2026 09:01:24,14494.685076973241,490,1,500611.51428768743,26.071857798269722,1532.484227411288,408.66246064301015,1021.6561516075253,39.107786697404585,7.821557339480917,26.071857798269722,34539390.36873701,33874.48553677234,29.580989953006615,11.832395981202646,8696.811046183944,289.8937015394648,13045.216569275917,11595.748061578593,1,0,0,0,9800,20,33805.49473119847,68.99080557387444,7.821557339480917,1532.484227411288,1019.6284850213558,497.79214690462777,0,441,0,1,4,0,0.0020408163265306124,1019.6284850213558,1021.6561516075253,26.071857798269722,490,500611.51428768743,1,26.071857798269722,65535,0,488,20,1449.4685076973242,2898.9370153946484,DDoS
83.146.187.63-192.168.1.5-40759-80-6,83.146.187.63,40759,192.168.1.5,80,6,07/07/2026 09:01:24,15245.74856508222,245,2,171528.456985809,89.08439245077382,1050.1742264437285,280.0464603849943,700.1161509624857,66.81329433808037,13.362658867616073,44.54219622538691,11256747.45622661,16201.23793499463,61.97458766293585,24.789835065174344,9147.449139049331,304.9149713016444,13721.173708573999,12196.598852065777,0,0,0,0,4900,40,16070.053822160664,131.1841128339646,13.362658867616073,1050.1742264437285,694.8078598310112,327.7869773685494,0,220,0,0,1,0,0.00816326530612245,694.8078598310112,700.1161509624857,44.54219622538691,245,171528.456985809,2,89.08439245077382,29200,0,243,20,1524.5748565082222,3049.1497130164444,DDoS
192.168.1.38-107.138.196.46-49891-8080-6,192.168.1.38,49891,107.138.196.46,8080,6,07/07/2026 09:01:25,153466.75618577455,13,16,3959.983719537159,6894.3379556942,456.9211984081337,121.84565290883566,304.61413227208914,646.3441833463312,129.26883666926625,430.8961222308875,70727.51092811258,188.9660061941684,5480.955578063376,2192.3822312253506,92080.05371146473,3069.335123715491,138120.0805671971,122773.40494861965,1,0,0,0,260,320,84.7088993284203,104.25710686574807,121.84565290883566,646.3441833463312,374.2869543183227,63.14099497939918,1,1,0,2,28,0,1.2307692307692308,374.2869543183227,304.61413227208914,430.8961222308875,13,3959.983719537159,16,6894.3379556942,29200,0,11,20,15346.675618577456,30693.35123715491,BENIGN
203.186.143.57-192.168.1.5-60563-80-6,203.186.143.57,60563,192.168.1.5,80,6,07/07/2026 09:01:25,11913.28815251907,187,3,78157.16756436207,143.53098442340013,626.9291515857919,167.18110708954453,417.9527677238613,71.76549221170006,14.353098442340015,47.843661474466714,6572551.385171419,15948.577552019038,63.033270648249044,25.21330825929962,7147.972891511442,238.2657630503814,10721.959337267162,9530.630522015255,0,0,0,0,3740,60,15696.757906460844,251.81964555819536,14.353098442340015,626.9291515857919,412.10893973044983,185.0545531246973,0,168,2,0,2,0,0.016042780748663103,412.10893973044983,417.9527677238613,47.843661474466714,187,78157.16756436207,3,143.53098442340013,65535,8192,185,20,1191.328815251907,2382.657630503814,DDoS
